direction_name,block_id,route_id,service_id,direction_id,trip_headsign,wheelchair_accessible,shape_id,trip_id,start_time,end_time
Southbound,a_3113_Timetable_-_2023-10,302,Weekday_merged_999971,1,Whitby Station,1,100.0.1938512712_Timetable_-_2023-10,2682__3113_Timetable_-_2023-10,0 days 17:45:00,0 days 18:35:00
Northbound,a_2036_Timetable_-_2023-10,216,Weekday_merged_999971,0,C - Audley,1,100.0.1952647073_Timetable_-_2023-10,2683__2036_Timetable_-_2023-10,0 days 09:15:00,0 days 09:37:00
Northbound,a_2061_Timetable_-_2023-10,216,Weekday_merged_999971,0,C - Audley,1,100.0.1952647073_Timetable_-_2023-10,2684__2061_Timetable_-_2023-10,0 days 09:45:00,0 days 10:07:00
Northbound,a_2036_Timetable_-_2023-10,216,Weekday_merged_999971,0,C - Audley,1,100.0.1952647073_Timetable_-_2023-10,2685__2036_Timetable_-_2023-10,0 days 10:15:00,0 days 10:37:00
Northbound,a_2061_Timetable_-_2023-10,216,Weekday_merged_999971,0,C - Audley,1,100.0.1952647073_Timetable_-_2023-10,2686__2061_Timetable_-_2023-10,0 days 10:45:00,0 days 11:07:00
Northbound,a_2036_Timetable_-_2023-10,216,Weekday_merged_999971,0,C - Audley,1,100.0.1952647073_Timetable_-_2023-10,2687__2036_Timetable_-_2023-10,0 days 11:15:00,0 days 11:37:00
Northbound,a_2061_Timetable_-_2023-10,216,Weekday_merged_999971,0,C - Audley,1,100.0.1952647073_Timetable_-_2023-10,2688__2061_Timetable_-_2023-10,0 days 11:45:00,0 days 12:07:00
Eastbound,a_4054_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2689__4054_Timetable_-_2023-10,0 days 09:48:00,0 days 10:13:00
Northbound,a_2035_Timetable_-_2023-10,112,Weekday_merged_999971,0,C - Taunton,1,100.0.1952651143_Timetable_-_2023-10,268__2035_Timetable_-_2023-10,0 days 16:55:00,0 days 17:21:00
Northbound,a_2036_Timetable_-_2023-10,216,Weekday_merged_999971,0,C - Audley,1,100.0.1952647073_Timetable_-_2023-10,2690__2036_Timetable_-_2023-10,0 days 12:15:00,0 days 12:37:00
Eastbound,a_4055_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2691__4055_Timetable_-_2023-10,0 days 10:18:00,0 days 10:43:00
Northbound,a_2061_Timetable_-_2023-10,216,Weekday_merged_999971,0,C - Audley,1,100.0.1952647073_Timetable_-_2023-10,2692__2061_Timetable_-_2023-10,0 days 12:45:00,0 days 13:07:00
Eastbound,a_4054_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2693__4054_Timetable_-_2023-10,0 days 10:48:00,0 days 11:13:00
Eastbound,a_4055_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2694__4055_Timetable_-_2023-10,0 days 11:18:00,0 days 11:43:00
Eastbound,a_4052_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2695__4052_Timetable_-_2023-10,0 days 11:48:00,0 days 12:13:00
Eastbound,a_4053_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2696__4053_Timetable_-_2023-10,0 days 12:18:00,0 days 12:43:00
Eastbound,a_4052_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2697__4052_Timetable_-_2023-10,0 days 12:48:00,0 days 13:13:00
Eastbound,a_4053_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2698__4053_Timetable_-_2023-10,0 days 13:18:00,0 days 13:43:00
Eastbound,a_4052_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2699__4052_Timetable_-_2023-10,0 days 13:48:00,0 days 14:13:00
Southbound,a_2035_Timetable_-_2023-10,112,Weekday_merged_999971,1,Pickering Parkway Terminal,1,100.0.1952651144_Timetable_-_2023-10,269__2035_Timetable_-_2023-10,0 days 17:21:00,0 days 17:48:00
Northbound,a_2036_Timetable_-_2023-10,216,Weekday_merged_999971,0,C - Audley,1,100.0.1952647073_Timetable_-_2023-10,2700__2036_Timetable_-_2023-10,0 days 13:15:00,0 days 13:37:00
Eastbound,a_4052_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2701__4052_Timetable_-_2023-10,0 days 14:48:00,0 days 15:13:00
Eastbound,a_4079_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2702__4079_Timetable_-_2023-10,0 days 15:18:00,0 days 15:43:00
Eastbound,a_4016_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2703__4016_Timetable_-_2023-10,0 days 15:48:00,0 days 16:13:00
Eastbound,a_4079_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2704__4079_Timetable_-_2023-10,0 days 16:18:00,0 days 16:43:00
Eastbound,a_4016_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2705__4016_Timetable_-_2023-10,0 days 16:48:00,0 days 17:13:00
Eastbound,a_4005_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2706__4005_Timetable_-_2023-10,0 days 17:18:00,0 days 17:43:00
Eastbound,a_4016_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2707__4016_Timetable_-_2023-10,0 days 17:48:00,0 days 18:13:00
Eastbound,a_4005_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2708__4005_Timetable_-_2023-10,0 days 18:18:00,0 days 18:43:00
Northbound,a_2018_Timetable_-_2023-10,216,Weekday_merged_999971,0,C - Audley,1,100.0.1952647073_Timetable_-_2023-10,2709__2018_Timetable_-_2023-10,0 days 13:45:00,0 days 14:07:00
Northbound,a_2009_Timetable_-_2023-10,112,Weekday_merged_999971,0,C - Taunton,1,100.0.1952651143_Timetable_-_2023-10,270__2009_Timetable_-_2023-10,0 days 17:25:00,0 days 17:51:00
Eastbound,a_4054_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2710__4054_Timetable_-_2023-10,0 days 07:48:00,0 days 08:13:00
Westbound,a_4053_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652001_Timetable_-_2023-10,2711__4053_Timetable_-_2023-10,0 days 19:12:00,0 days 19:47:00
Westbound,a_4056_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652001_Timetable_-_2023-10,2712__4056_Timetable_-_2023-10,0 days 19:42:00,0 days 20:17:00
Westbound,a_4007_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652001_Timetable_-_2023-10,2713__4007_Timetable_-_2023-10,0 days 20:12:00,0 days 20:47:00
Westbound,a_4016_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652001_Timetable_-_2023-10,2714__4016_Timetable_-_2023-10,0 days 20:42:00,0 days 21:17:00
Westbound,a_4005_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652001_Timetable_-_2023-10,2715__4005_Timetable_-_2023-10,0 days 21:12:00,0 days 21:47:00
Westbound,a_4053_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652001_Timetable_-_2023-10,2716__4053_Timetable_-_2023-10,0 days 21:42:00,0 days 22:17:00
Northbound,a_2036_Timetable_-_2023-10,216,Weekday_merged_999971,0,C - Audley,1,100.0.1952647073_Timetable_-_2023-10,2719__2036_Timetable_-_2023-10,0 days 14:15:00,0 days 14:37:00
Southbound,a_2009_Timetable_-_2023-10,112,Weekday_merged_999971,1,Pickering Parkway Terminal,1,100.0.1952651144_Timetable_-_2023-10,271__2009_Timetable_-_2023-10,0 days 17:51:00,0 days 18:19:00
Southbound,a_2036_Timetable_-_2023-10,216,Weekday_merged_999971,1,Ajax Station,1,100.0.1952647074_Timetable_-_2023-10,2721__2036_Timetable_-_2023-10,0 days 09:37:00,0 days 10:09:00
Southbound,a_2061_Timetable_-_2023-10,216,Weekday_merged_999971,1,Ajax Station,1,100.0.1952647074_Timetable_-_2023-10,2722__2061_Timetable_-_2023-10,0 days 10:07:00,0 days 10:39:00
Southbound,a_2036_Timetable_-_2023-10,216,Weekday_merged_999971,1,Ajax Station,1,100.0.1952647074_Timetable_-_2023-10,2723__2036_Timetable_-_2023-10,0 days 10:37:00,0 days 11:09:00
Southbound,a_2061_Timetable_-_2023-10,216,Weekday_merged_999971,1,Ajax Station,1,100.0.1952647074_Timetable_-_2023-10,2724__2061_Timetable_-_2023-10,0 days 11:07:00,0 days 11:39:00
Southbound,a_2036_Timetable_-_2023-10,216,Weekday_merged_999971,1,Ajax Station,1,100.0.1952647074_Timetable_-_2023-10,2725__2036_Timetable_-_2023-10,0 days 11:37:00,0 days 12:09:00
Southbound,a_2061_Timetable_-_2023-10,216,Weekday_merged_999971,1,Ajax Station,1,100.0.1952647074_Timetable_-_2023-10,2726__2061_Timetable_-_2023-10,0 days 12:07:00,0 days 12:39:00
Southbound,a_2036_Timetable_-_2023-10,216,Weekday_merged_999971,1,Ajax Station,1,100.0.1952647074_Timetable_-_2023-10,2727__2036_Timetable_-_2023-10,0 days 12:37:00,0 days 13:12:00
Southbound,a_2061_Timetable_-_2023-10,216,Weekday_merged_999971,1,Ajax Station,1,100.0.1952647074_Timetable_-_2023-10,2728__2061_Timetable_-_2023-10,0 days 13:07:00,0 days 13:42:00
Southbound,a_2036_Timetable_-_2023-10,216,Weekday_merged_999971,1,Ajax Station,1,100.0.1952647074_Timetable_-_2023-10,2729__2036_Timetable_-_2023-10,0 days 13:37:00,0 days 14:12:00
Northbound,a_2035_Timetable_-_2023-10,112,Weekday_merged_999971,0,C - Taunton,1,100.0.1952651143_Timetable_-_2023-10,272__2035_Timetable_-_2023-10,0 days 17:55:00,0 days 18:21:00
Southbound,a_2018_Timetable_-_2023-10,216,Weekday_merged_999971,1,Ajax Station,1,100.0.1952647074_Timetable_-_2023-10,2730__2018_Timetable_-_2023-10,0 days 14:07:00,0 days 14:42:00
Southbound,a_2036_Timetable_-_2023-10,216,Weekday_merged_999971,1,Ajax Station,1,100.0.1952647074_Timetable_-_2023-10,2731__2036_Timetable_-_2023-10,0 days 14:37:00,0 days 15:12:00
Northbound,a_2058_Timetable_-_2023-10,319,Weekday_merged_999971,0,Taunton,1,100.0.1980069561_Timetable_-_2023-10,2732__2058_Timetable_-_2023-10,0 days 09:35:00,0 days 09:49:00
Northbound,a_2057_Timetable_-_2023-10,319,Weekday_merged_999971,0,Taunton,1,100.0.1980069561_Timetable_-_2023-10,2733__2057_Timetable_-_2023-10,0 days 10:05:00,0 days 10:19:00
Northbound,a_2056_Timetable_-_2023-10,319,Weekday_merged_999971,0,Taunton,1,100.0.1980069561_Timetable_-_2023-10,2734__2056_Timetable_-_2023-10,0 days 10:35:00,0 days 10:49:00
Northbound,a_2058_Timetable_-_2023-10,319,Weekday_merged_999971,0,Taunton,1,100.0.1980069561_Timetable_-_2023-10,2735__2058_Timetable_-_2023-10,0 days 11:05:00,0 days 11:19:00
Northbound,a_2057_Timetable_-_2023-10,319,Weekday_merged_999971,0,Taunton,1,100.0.1980069561_Timetable_-_2023-10,2736__2057_Timetable_-_2023-10,0 days 11:35:00,0 days 11:49:00
Northbound,a_2056_Timetable_-_2023-10,319,Weekday_merged_999971,0,Taunton,1,100.0.1980069561_Timetable_-_2023-10,2737__2056_Timetable_-_2023-10,0 days 12:05:00,0 days 12:19:00
Northbound,a_2058_Timetable_-_2023-10,319,Weekday_merged_999971,0,Taunton,1,100.0.1980069561_Timetable_-_2023-10,2738__2058_Timetable_-_2023-10,0 days 12:35:00,0 days 12:49:00
Northbound,a_2057_Timetable_-_2023-10,319,Weekday_merged_999971,0,Taunton,1,100.0.1980069561_Timetable_-_2023-10,2739__2057_Timetable_-_2023-10,0 days 13:05:00,0 days 13:19:00
Southbound,a_2035_Timetable_-_2023-10,112,Weekday_merged_999971,1,Pickering Parkway Terminal,1,100.0.1952651144_Timetable_-_2023-10,273__2035_Timetable_-_2023-10,0 days 18:21:00,0 days 18:49:00
Northbound,a_2056_Timetable_-_2023-10,319,Weekday_merged_999971,0,Taunton,1,100.0.1980069561_Timetable_-_2023-10,2740__2056_Timetable_-_2023-10,0 days 13:35:00,0 days 13:49:00
Northbound,a_2058_Timetable_-_2023-10,319,Weekday_merged_999971,0,Taunton,1,100.0.1980069561_Timetable_-_2023-10,2741__2058_Timetable_-_2023-10,0 days 14:05:00,0 days 14:19:00
Northbound,a_2057_Timetable_-_2023-10,319,Weekday_merged_999971,0,Taunton,1,100.0.1980069561_Timetable_-_2023-10,2742__2057_Timetable_-_2023-10,0 days 14:35:00,0 days 14:49:00
Northbound,a_2056_Timetable_-_2023-10,319,Weekday_merged_999971,0,Taunton,1,100.0.1980069561_Timetable_-_2023-10,2743__2056_Timetable_-_2023-10,0 days 15:05:00,0 days 15:19:00
Southbound,a_2057_Timetable_-_2023-10,319,Weekday_merged_999971,1,Whitby Station,1,100.0.1980069562_Timetable_-_2023-10,2744__2057_Timetable_-_2023-10,0 days 05:44:00,0 days 06:08:00
Southbound,a_2058_Timetable_-_2023-10,319,Weekday_merged_999971,1,Whitby Station,1,100.0.1980069562_Timetable_-_2023-10,2745__2058_Timetable_-_2023-10,0 days 09:49:00,0 days 10:11:00
Southbound,a_2057_Timetable_-_2023-10,319,Weekday_merged_999971,1,Whitby Station,1,100.0.1980069562_Timetable_-_2023-10,2746__2057_Timetable_-_2023-10,0 days 10:19:00,0 days 10:41:00
Southbound,a_2056_Timetable_-_2023-10,319,Weekday_merged_999971,1,Whitby Station,1,100.0.1980069562_Timetable_-_2023-10,2747__2056_Timetable_-_2023-10,0 days 10:49:00,0 days 11:11:00
Southbound,a_2058_Timetable_-_2023-10,319,Weekday_merged_999971,1,Whitby Station,1,100.0.1980069562_Timetable_-_2023-10,2748__2058_Timetable_-_2023-10,0 days 11:19:00,0 days 11:41:00
Southbound,a_2057_Timetable_-_2023-10,319,Weekday_merged_999971,1,Whitby Station,1,100.0.1980069562_Timetable_-_2023-10,2749__2057_Timetable_-_2023-10,0 days 11:49:00,0 days 12:11:00
Northbound,a_2009_Timetable_-_2023-10,112,Weekday_merged_999971,0,C - Taunton,1,100.0.1952651143_Timetable_-_2023-10,274__2009_Timetable_-_2023-10,0 days 18:25:00,0 days 18:51:00
Southbound,a_2056_Timetable_-_2023-10,319,Weekday_merged_999971,1,Whitby Station,1,100.0.1980069562_Timetable_-_2023-10,2750__2056_Timetable_-_2023-10,0 days 12:19:00,0 days 12:41:00
Southbound,a_2058_Timetable_-_2023-10,319,Weekday_merged_999971,1,Whitby Station,1,100.0.1980069562_Timetable_-_2023-10,2751__2058_Timetable_-_2023-10,0 days 12:49:00,0 days 13:11:00
Southbound,a_2057_Timetable_-_2023-10,319,Weekday_merged_999971,1,Whitby Station,1,100.0.1980069562_Timetable_-_2023-10,2752__2057_Timetable_-_2023-10,0 days 13:19:00,0 days 13:41:00
Southbound,a_2056_Timetable_-_2023-10,319,Weekday_merged_999971,1,Whitby Station,1,100.0.1980069562_Timetable_-_2023-10,2753__2056_Timetable_-_2023-10,0 days 13:49:00,0 days 14:11:00
Southbound,a_2058_Timetable_-_2023-10,319,Weekday_merged_999971,1,Whitby Station,1,100.0.1980069562_Timetable_-_2023-10,2754__2058_Timetable_-_2023-10,0 days 14:19:00,0 days 14:41:00
Southbound,a_2057_Timetable_-_2023-10,319,Weekday_merged_999971,1,Whitby Station,1,100.0.1980069562_Timetable_-_2023-10,2755__2057_Timetable_-_2023-10,0 days 14:49:00,0 days 15:11:00
Southbound,a_2056_Timetable_-_2023-10,319,Weekday_merged_999971,1,Whitby Station,1,100.0.1980069562_Timetable_-_2023-10,2756__2056_Timetable_-_2023-10,0 days 15:19:00,0 days 15:41:00
Southbound,a_2009_Timetable_-_2023-10,112,Weekday_merged_999971,1,Pickering Parkway Terminal,1,100.0.1952651144_Timetable_-_2023-10,275__2009_Timetable_-_2023-10,0 days 18:51:00,0 days 19:19:00
Eastbound,a_4017_Timetable_-_2023-10,421,Weekday_merged_999971,0,Courtice,1,100.0.1989076762_Timetable_-_2023-10,2760__4017_Timetable_-_2023-10,0 days 07:10:00,0 days 07:41:00
Eastbound,a_4070_Timetable_-_2023-10,421,Weekday_merged_999971,0,C - Courtice,1,100.0.1989076764_Timetable_-_2023-10,2762__4070_Timetable_-_2023-10,0 days 07:36:00,0 days 08:11:00
Eastbound,a_4072_Timetable_-_2023-10,421,Weekday_merged_999971,0,Courtice,1,100.0.1989076762_Timetable_-_2023-10,2764__4072_Timetable_-_2023-10,0 days 17:05:00,0 days 17:40:00
Northbound,a_2035_Timetable_-_2023-10,112,Weekday_merged_999971,0,C - Taunton,1,100.0.1952651143_Timetable_-_2023-10,276__2035_Timetable_-_2023-10,0 days 18:55:00,0 days 19:21:00
Southbound,a_3127._Timetable_-_2023-10,392,Weekday_merged_999971,1,Ontario Shores,1,100.0.1952652991_Timetable_-_2023-10,2786__3127._Timetable_-_2023-10,0 days 17:11:00,0 days 17:18:00
Southbound,a_3113_Timetable_-_2023-10,392,Weekday_merged_999971,1,Ontario Shores,1,100.0.1952652991_Timetable_-_2023-10,2787__3113_Timetable_-_2023-10,0 days 18:41:00,0 days 18:48:00
Northbound,a_3128_Timetable_-_2023-10,392,Weekday_merged_999971,0,Whitby Station,1,100.0.1952652992_Timetable_-_2023-10,2788__3128_Timetable_-_2023-10,0 days 19:18:00,0 days 19:29:00
Northbound,a_3104_Timetable_-_2023-10,392,Weekday_merged_999971,0,Whitby Station,1,100.0.1952652992_Timetable_-_2023-10,2789__3104_Timetable_-_2023-10,0 days 09:18:00,0 days 09:29:00
Northbound,a_2009_Timetable_-_2023-10,112,Weekday_merged_999971,0,C - Taunton,1,100.0.1952651143_Timetable_-_2023-10,278__2009_Timetable_-_2023-10,0 days 19:25:00,0 days 19:51:00
Northbound,a_3107_Timetable_-_2023-10,392,Weekday_merged_999971,0,Whitby Station,1,100.0.1952652992_Timetable_-_2023-10,2790__3107_Timetable_-_2023-10,0 days 09:48:00,0 days 09:59:00
Eastbound,a_4080_Timetable_-_2023-10,421,Weekday_merged_999971,0,Courtice,1,100.0.1989076762_Timetable_-_2023-10,2791__4080_Timetable_-_2023-10,0 days 17:35:00,0 days 18:10:00
Northbound,a_3108_Timetable_-_2023-10,392,Weekday_merged_999971,0,Whitby Station,1,100.0.1952652992_Timetable_-_2023-10,2792__3108_Timetable_-_2023-10,0 days 10:18:00,0 days 10:29:00
Eastbound,a_4013_Timetable_-_2023-10,421,Weekday_merged_999971,0,Courtice,1,100.0.1989076762_Timetable_-_2023-10,2793__4013_Timetable_-_2023-10,0 days 06:10:00,0 days 06:41:00
Eastbound,a_4019_Timetable_-_2023-10,421,Weekday_merged_999971,0,Courtice,1,100.0.1989076762_Timetable_-_2023-10,2794__4019_Timetable_-_2023-10,0 days 06:40:00,0 days 07:11:00
Westbound,a_4046_Timetable_-_2023-10,421,Weekday_merged_999971,1,Oshawa Station,1,100.0.1989076761_Timetable_-_2023-10,2795__4046_Timetable_-_2023-10,0 days 18:02:00,0 days 18:30:00
Westbound,a_4080_Timetable_-_2023-10,421,Weekday_merged_999971,1,Oshawa Station,1,100.0.1989076761_Timetable_-_2023-10,2796__4080_Timetable_-_2023-10,0 days 17:02:00,0 days 17:30:00
Westbound,a_4019_Timetable_-_2023-10,421,Weekday_merged_999971,1,Oshawa Station,1,100.0.1989076761_Timetable_-_2023-10,2797__4019_Timetable_-_2023-10,0 days 06:02:00,0 days 06:30:00
Westbound,a_4074_Timetable_-_2023-10,421,Weekday_merged_999971,1,Oshawa Station,1,100.0.1989076761_Timetable_-_2023-10,2798__4074_Timetable_-_2023-10,0 days 17:32:00,0 days 18:00:00
Westbound,a_4017_Timetable_-_2023-10,421,Weekday_merged_999971,1,Oshawa Station,1,100.0.1989076761_Timetable_-_2023-10,2799__4017_Timetable_-_2023-10,0 days 06:32:00,0 days 07:00:00
Westbound,a_4072_Timetable_-_2023-10,421,Weekday_merged_999971,1,Oshawa Station,1,100.0.1989076761_Timetable_-_2023-10,2800__4072_Timetable_-_2023-10,0 days 16:32:00,0 days 17:00:00
Westbound,a_4070_Timetable_-_2023-10,421,Weekday_merged_999971,1,Oshawa Station,1,100.0.1989076761_Timetable_-_2023-10,2801__4070_Timetable_-_2023-10,0 days 07:02:00,0 days 07:30:00
Westbound,a_4013_Timetable_-_2023-10,421,Weekday_merged_999971,1,Oshawa Station,1,100.0.1989076761_Timetable_-_2023-10,2802__4013_Timetable_-_2023-10,0 days 05:32:00,0 days 06:00:00
Westbound,a_4069_Timetable_-_2023-10,421,Weekday_merged_999971,1,Oshawa Station,1,100.0.1989076761_Timetable_-_2023-10,2803__4069_Timetable_-_2023-10,0 days 18:32:00,0 days 19:00:00
Westbound,a_4054_Timetable_-_2023-10,507,Weekday_merged_999971,1,Simpson,1,100.0.1989073612_Timetable_-_2023-10,2804__4054_Timetable_-_2023-10,0 days 04:50:00,0 days 05:16:00
Westbound,a_4007_Timetable_-_2023-10,507,Weekday_merged_999971,1,Simpson,1,100.0.1989073612_Timetable_-_2023-10,2805__4007_Timetable_-_2023-10,0 days 05:50:00,0 days 06:16:00
Westbound,a_4016_Timetable_-_2023-10,507,Weekday_merged_999971,1,Simpson,1,100.0.1989073612_Timetable_-_2023-10,2806__4016_Timetable_-_2023-10,0 days 06:45:00,0 days 07:11:00
Westbound,a_4056_Timetable_-_2023-10,507,Weekday_merged_999971,1,Simpson,1,100.0.1989073612_Timetable_-_2023-10,2807__4056_Timetable_-_2023-10,0 days 17:12:00,0 days 17:38:00
Eastbound,a_4056_Timetable_-_2023-10,507,Weekday_merged_999971,0,Orono,1,100.0.1989073611_Timetable_-_2023-10,2808__4056_Timetable_-_2023-10,0 days 16:45:00,0 days 17:10:00
Eastbound,a_4052_Timetable_-_2023-10,507,Weekday_merged_999971,0,Orono,1,100.0.1989073611_Timetable_-_2023-10,2810__4052_Timetable_-_2023-10,0 days 17:45:00,0 days 18:10:00
Eastbound,a_4002_Timetable_-_2023-10,507,Weekday_merged_999971,0,Orono,1,100.0.1989073611_Timetable_-_2023-10,2812__4002_Timetable_-_2023-10,0 days 18:45:00,0 days 19:10:00
Northbound,a_3131_Timetable_-_2023-10,392,Weekday_merged_999971,0,Whitby Station,1,100.0.1952652992_Timetable_-_2023-10,2813__3131_Timetable_-_2023-10,0 days 18:18:00,0 days 18:29:00
Northbound,a_3113_Timetable_-_2023-10,392,Weekday_merged_999971,0,Whitby Station,1,100.0.1952652992_Timetable_-_2023-10,2814__3113_Timetable_-_2023-10,0 days 18:48:00,0 days 18:59:00
Eastbound,a_4072_Timetable_-_2023-10,902,Weekday_merged_999971,0,B - Courtice,1,100.0.19526496014_Timetable_-_2023-10,2815__4072_Timetable_-_2023-10,0 days 18:27:00,0 days 19:02:00
Eastbound,a_4080_Timetable_-_2023-10,902,Weekday_merged_999971,0,B - Courtice,1,100.0.19526496014_Timetable_-_2023-10,2816__4080_Timetable_-_2023-10,0 days 18:57:00,0 days 19:32:00
Eastbound,a_4055_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2817__4055_Timetable_-_2023-10,0 days 05:18:00,0 days 05:43:00
Eastbound,a_4055_Timetable_-_2023-10,502,Weekday_merged_999971,0,Simpson,1,100.0.1952652002_Timetable_-_2023-10,2818__4055_Timetable_-_2023-10,0 days 06:18:00,0 days 06:43:00
Northbound,a_3104_Timetable_-_2023-10,392,Weekday_merged_999971,0,Whitby Station,1,100.0.1952652992_Timetable_-_2023-10,2819__3104_Timetable_-_2023-10,0 days 11:18:00,0 days 11:29:00
Northbound,a_3107_Timetable_-_2023-10,392,Weekday_merged_999971,0,Whitby Station,1,100.0.1952652992_Timetable_-_2023-10,2820__3107_Timetable_-_2023-10,0 days 11:48:00,0 days 11:59:00
Northbound,a_3108_Timetable_-_2023-10,392,Weekday_merged_999971,0,Whitby Station,1,100.0.1952652992_Timetable_-_2023-10,2821__3108_Timetable_-_2023-10,0 days 12:18:00,0 days 12:29:00
Northbound,a_3120_Timetable_-_2023-10,392,Weekday_merged_999971,0,Whitby Station,1,100.0.1952652992_Timetable_-_2023-10,2822__3120_Timetable_-_2023-10,0 days 13:18:00,0 days 13:29:00
Northbound,a_3111_Timetable_-_2023-10,392,Weekday_merged_999971,0,Whitby Station,1,100.0.1952652992_Timetable_-_2023-10,2823__3111_Timetable_-_2023-10,0 days 13:48:00,0 days 13:59:00
Northbound,a_3110_Timetable_-_2023-10,392,Weekday_merged_999971,0,Whitby Station,1,100.0.1952652992_Timetable_-_2023-10,2824__3110_Timetable_-_2023-10,0 days 14:18:00,0 days 14:29:00
Northbound,a_3118_Timetable_-_2023-10,392,Weekday_merged_999971,0,Whitby Station,1,100.0.1952652992_Timetable_-_2023-10,2825__3118_Timetable_-_2023-10,0 days 14:51:00,0 days 15:02:00
Southbound,a_3109_Timetable_-_2023-10,392,Weekday_merged_999971,1,Ontario Shores,1,100.0.1952652991_Timetable_-_2023-10,2826__3109_Timetable_-_2023-10,0 days 08:41:00,0 days 08:48:00
Eastbound,a_4074_Timetable_-_2023-10,421,Weekday_merged_999971,0,Courtice,1,100.0.1989076762_Timetable_-_2023-10,2827__4074_Timetable_-_2023-10,0 days 18:05:00,0 days 18:40:00
Southbound,a_3107_Timetable_-_2023-10,392,Weekday_merged_999971,1,Ontario Shores,1,100.0.1952652991_Timetable_-_2023-10,2828__3107_Timetable_-_2023-10,0 days 09:41:00,0 days 09:48:00
Southbound,a_3108_Timetable_-_2023-10,392,Weekday_merged_999971,1,Ontario Shores,1,100.0.1952652991_Timetable_-_2023-10,2829__3108_Timetable_-_2023-10,0 days 10:11:00,0 days 10:18:00
Southbound,a_3104_Timetable_-_2023-10,392,Weekday_merged_999971,1,Ontario Shores,1,100.0.1952652991_Timetable_-_2023-10,2830__3104_Timetable_-_2023-10,0 days 11:11:00,0 days 11:18:00
Southbound,a_3107_Timetable_-_2023-10,392,Weekday_merged_999971,1,Ontario Shores,1,100.0.1952652991_Timetable_-_2023-10,2831__3107_Timetable_-_2023-10,0 days 11:41:00,0 days 11:48:00
Eastbound,a_2032_Timetable_-_2023-10,915,Weekday_merged_999971,0,Harmony Terminal,1,100.0.1952648392_Timetable_-_2023-10,2832__2032_Timetable_-_2023-10,0 days 06:00:00,0 days 06:38:00
Southbound,a_3108_Timetable_-_2023-10,392,Weekday_merged_999971,1,Ontario Shores,1,100.0.1952652991_Timetable_-_2023-10,2833__3108_Timetable_-_2023-10,0 days 12:11:00,0 days 12:18:00
Southbound,a_3120_Timetable_-_2023-10,392,Weekday_merged_999971,1,Ontario Shores,1,100.0.1952652991_Timetable_-_2023-10,2834__3120_Timetable_-_2023-10,0 days 13:11:00,0 days 13:18:00
Southbound,a_3111_Timetable_-_2023-10,392,Weekday_merged_999971,1,Ontario Shores,1,100.0.1952652991_Timetable_-_2023-10,2835__3111_Timetable_-_2023-10,0 days 13:41:00,0 days 13:48:00
